bank,quarter,speaker,firm,topic,text,clean_text,finbert_sentiment,finbert_score,ldsa_sentiment,ldsa_net,gold_label,label_method,human_reviewed,ft_sentiment,ft_score
barclays,2025-q3,Guy Stebbings,BNP Exane,0,"Hi, morning Venkat, morning Anna. Thanks for taking the questions. The �rst one was on the US
Consumer [Bank] top line. Clearly very strong up 20% year over year, both non-interest income
and then the NIM moving up to 11.5%. Just helpful to understand if there's anything particularly
lumpy in there.
So, I guess �rstly, just to con�rm that we should be thinking about growth of that 11.5% NIM base,
given the sort of ongoing lending mix actions you've talked to and growth in retail deposit base.
And then within that £215 million of non-interest income in Q3, anything lumpy in there, you
would point to, to temper us away from analysing north of £800 million before thinking about
things like gains on sales or portfolios next year.",hi morning venkat morning anna thanks taking questions one us consumer bank top line clearly strong year year income nim moving helpful understand anything particularly lumpy guess thinking growth nim base given sort ongoing lending mix actions talked growth retail deposit base within million income q anything lumpy would point temper us away analysing north million thinking things like gains sales portfolios next year,neutral,0.710557758808136,positive,0.0234375,positive,keyword_override,False,positive,0.5975368022918701
barclays,2025-q3,Jason Napier,UBS,0,"Good morning. Thank you for taking my questions.
The �rst one, just looking at competitive conditions in US Investment Banking, we've had some
of the peers talk about potentially very signi�cant levels of additional capital that's available for
deployment following some of the deregulation and stress test changes. And Prime appears to
be one of the places that they may be looking to allocate additional capacity. So, given it's a focus
for the bank, could you just talk about whether you think you have additional capital to deploy
given the changes in things like stress tests and what you're seeing on product margins and that
sort of thing?
And then secondly, on the non-bank �nancial intermediary (NBFI) space, thank you for the
additional disclosures. Those are really welcome and it's good to see the impairment charge at a
group level below consensus today.
Venkat, I wonder whether you could talk a little bit about risks in that industry, how mature the
exposures are, whether there are any vintages we should be bothered about. We could observe
that the cases we've seen so far all involve fraud, but we have seen very strong growth in the
industry writ large. And so, I wonder with your risk management hat on, whether you could just
talk about, whether this is an industry that has yet to grind into fully mature loss run rates and how
you think about that sort of thing. Thank you.
C.S. Venkatakrishnan
All right. Thank you Jason for both questions. On the first one on capital regulation or disparity,
potential disparity in capital regulation between Europe, the UK and the US. Look, it is, I think, an
important factor in the industry. We haven't seen ultimately what will be the changes in the US
and how much the UK, which is the important jurisdiction for us as a home regulator, makes itself
consistent or not.",good morning thank taking questions one looking competitive conditions us investment banking peers talk potentially levels additional capital available deployment following deregulation stress test changes prime appears one places may looking allocate additional capacity given focus bank could talk whether think additional capital deploy given changes things like stress tests seeing product margins sort thing secondly intermediary nbfi space thank additional disclosures really welcome good see impairment charge group level consensus today venkat wonder whether could talk little bit risks industry mature exposures whether vintages bothered could observe cases seen far involve fraud seen strong growth industry writ large wonder risk management hat whether could talk whether industry yet grind fully mature loss run rates think sort thing thank venkatakrishnan right thank jason questions first one capital regulation disparity potential disparity capital regulation europe uk us look think important factor industry seen ultimately changes us much uk important jurisdiction us home regulator makes consistent,neutral,0.8142487406730652,negative,-0.0153374233128834,negative,keyword_override,False,positive,0.5544280409812927
barclays,2025-q3,Chris Cant,Autonomous,-1,"Good morning. Thanks for taking my questions. I just wanted to follow-up on the US Consumer
[Bank] and then another one around sort of risks that investors are worrying about of late.
So, on the US Consumer Bank, we've had this target for a while for the business to get to a greater
than 12% RoTE for next year. I appreciate that quite a few things have changed over the last 18
months to two years since you gave that guidance, in terms of the American Airlines book now
expecting to move of and so on.
Given where we've got to with Q3 in terms of the returns, could you give us a bit more colour as
to what return you expect that segment to be delivering in 2026, obviously greater than 12% is
open-ended. That would be helpful, I think, to sort of realign consensus expectations on that
division a little bit.
And then the other topic I wanted to throw out there beyond private credit was stablecoins.
There's been some nervousness over the summer months from some investors around what
threat stablecoin issuance creates for the banking system. I guess more so on the other side of
the pond, given that's where most of these innovations are being deployed first. So, I just wanted
to invite you to comment, Venkat, in terms of how you think that potentially shapes up for the
business longer term. Thank you.
Anna Cross",good morning thanks taking questions wanted us consumer bank another one around sort risks investors worrying late us consumer bank target business get greater rote next year appreciate quite things changed last months two years since gave guidance terms american airlines book expecting move given got q terms returns could give us bit colour return expect segment delivering obviously greater would helpful think sort realign consensus expectations division little bit topic wanted throw beyond private credit stablecoins nervousness summer months investors around threat stablecoin issuance creates banking system guess side pond given innovations deployed first wanted invite comment venkat terms think potentially shapes business longer term thank anna cross,neutral,0.8345164060592651,neutral,-0.0041152263374485,neutral,finbert_ldsa_agree,True,positive,0.4331880211830139
barclays,2025-q3,Jonathan Pierce,Jeferies,0,"Hello, there. I've got two questions, actually. The first is on what we're going to get for the year
with regard to these 2027-2028 targets. I'm not after the numbers, of course, unless you want to
give them to us. But the sort of detail, I'm assuming it's probably not another hundred slide
presentation like we got last February. But I'm assuming we will get RoTE targets for 2028
distribution amounts and mix, maybe even [CET1 ratio] targets, these sorts of things. So just to
give us an idea of what we should be expecting qualitatively ahead of February would be helpful.
Secondly, maybe I can try and pre-empt one little piece of that, though, which is on the structural
hedge. The weighted average life has moved out now to three and a half years. When we think
about the size of maturities coming through in 2027-2028, should we be thinking therefore, we've
been getting recently to £35 billion a year or will it hold up at £50 billion for a little longer? And
maybe I can invite you to give us the maturity yield in 2028 itself, if that's possible. Thank you.
Anna Cross
Okay. Thank you, Jonathan. I will take both of those. So, we have said that we will give you updated
targets in FY25, so in February. We've also said that Venkat and I will do that together. So, you
should hopefully read from that, that it won't be quite such a long update as it was last time. But
we will be focused on 2026, 2027 and 2028.
So, what should you expect? We were really clear at the time that greater than 12% RoTE was not
an end point. And that was true of every target that we gave you. That remains true, so you should
expect us to come back with details on how we expect to push RoTE higher, not just as a Group,
but specifically in some business areas also. There's a pattern of delivery that you should be
seeing that you should continue to expect, which is higher levels of revenue, but particularly
focused on the stability and predictability of that revenue.
Secondly, that we'll continue to push gross e�ciency savings to create capacity and costs for
investments. And thirdly, that we will continue to be very disciplined in capital. So more on the
10th of February, but that's the trailer, if you like.",hello got two questions actually first going get year regard targets numbers course unless want give us sort detail assuming probably another hundred slide presentation like got last february assuming get rote targets distribution amounts mix maybe even cet ratio targets sorts things give us idea expecting qualitatively ahead february would helpful secondly maybe try one little piece though structural hedge weighted average life moved three half years think size maturities coming thinking therefore getting recently billion year hold billion little longer maybe invite give us maturity yield possible thank anna cross okay thank jonathan take said give updated targets fy february also said venkat together hopefully read wo quite long update last time focused expect really clear time greater rote end point true every target gave remains true expect us come back details expect push rote higher group specifically business areas also pattern delivery seeing continue expect higher levels revenue particularly focused stability predictability revenue secondly continue push gross savings create capacity costs investments thirdly continue disciplined capital th february trailer like,neutral,0.8425559401512146,neutral,0.0,neutral,finbert_ldsa_agree,False,neutral,0.4768339693546295
barclays,2025-q3,Amit Goel,Mediobanca,1,"Hi, thank you for taking my questions. So, two follow-up questions, actually. One, just coming
back in terms of the strategy update or new targets for 2028 that we get with full year [results].
I'm just kind of curious how you're going through that process and are you thinking about kind of
things like revising capital allocation to the businesses, things like that? Or is it more about
e�ciency and driving more out of the business with the kind of path already set?
And then secondly, just on the USCB, I think you remarked earlier that for the next couple of
quarters, so Q4, Q1, you'd anticipate a kind of a flattish NIM on what we've just seen, the 11.5%.
I'm just kind of curious, given the factors that you outlined before in terms of improvement, why
that would be flat and why that wouldn't continue to show a bit of growth in the coming periods.
Thank you.
C.S. Venkatakrishnan",hi thank taking questions two questions actually one coming back terms strategy update new targets get full year results kind curious going process thinking kind things like revising capital allocation businesses things like driving business kind path already set secondly uscb think remarked earlier next couple quarters q q anticipate kind flattish nim seen kind curious given factors outlined terms improvement would flat would continue show bit growth coming periods thank venkatakrishnan,neutral,0.8427486419677734,positive,0.0119760479041916,positive,keyword_override,False,neutral,0.4488488435745239
barclays,2025-q3,Chris Hallam,Goldman Sachs,0,"Hi, good morning. Thank you for taking my questions. A couple of follow-ups. Venkat, back on
NBFI, sorry, Venkat, you mentioned the importance of initial qualification and continuous
monitoring. And I guess in light of recent events that review that you're running through in that
book and just triple checking everything. How far through that review are you or have you fully
completed that review? Maybe I missed that in your earlier comments. Sorry if I did.",hi good morning thank taking questions couple venkat back nbfi sorry venkat mentioned importance initial qualification continuous monitoring guess light recent events review running book triple checking everything far review fully completed review maybe missed earlier comments sorry,neutral,0.8580282926559448,neutral,0.0,neutral,finbert_ldsa_agree,False,neutral,0.5606942176818848
barclays,2025-q3,Andy Coombs,Citigroup,0,"Good morning. Two questions please. Firstly, if I could just follow-up on the Investment Bank,
obviously you had a very strong first half of the year. Q3 has perhaps slightly lagged the growth
seen at the US peers. Can you explain how much you think that's just a mix efect, is it a mix efect
by business segment, by region, across Equities and across primary. Or are there any gaps that
you're still looking to infill there?
And then the second question, broader question on the UK, you've obviously seen strong
mortgage and corporate loan growth in Q3, but can you perhaps touch upon customer behavior
and activity going into the November budget? Thank you.
C.S. Venkatakrishnan",good morning two questions please firstly could investment bank obviously strong first half year q perhaps slightly lagged growth seen us peers explain much think mix efect mix efect business segment region across equities across primary gaps still looking infill second question broader question uk obviously seen strong mortgage corporate loan growth q perhaps touch upon customer behavior activity going november budget thank venkatakrishnan,neutral,0.760924220085144,positive,0.0327868852459016,positive,keyword_override,False,positive,0.5388681292533875
barclays,2025-q3,Ed Firth,KBW,-1,"Thanks very much. Good morning, everybody. I just had a question on your 2026 targets, actually,
because if I look across the piece, I mean, you're pretty much nailing every one and some by some
margin, but I guess the one that stands out is the Investment Bank RWAs, which I can see you've
reiterated today at 50%, which is still quite a long way from where we are today.",thanks much good morning everybody question targets actually look across piece mean pretty much nailing every one margin guess one stands investment bank rwas see reiterated today still quite long way today,neutral,0.5616593956947327,neutral,0.0,neutral,finbert_ldsa_agree,True,positive,0.4496283531188965
barclays,2026-q1,Alvaro Serrano,Morgan Stanley,2,Good morning. Alvaro Serrano from Morgan Stanley. Thanks for taking my questions.,good morning alvaro serrano morgan stanley thanks taking questions,neutral,0.7929467558860779,neutral,0.0,neutral,finbert_ldsa_agree,False,positive,0.5604038238525391
barclays,2026-q1,Perlie Mong,Bank of America,0,"Hello, good morning. A couple of more questions on NII, please. So, the product margin side of
things, can I just dig a little bit deeper [on] that? So, I think previously you said that the mortgage
compression from the COVID-era mortgages rolling of would be about £100 million. How far are
we in that? Because presumably, as you said, some of the volumes that might be rolling of in Q2
probably got pulled forward in Q1. And then with swap rates volatility, can you comment on what
you're seeing in terms of front-end margins as well?
And then on the deposit side, I suppose the competition has been maybe a little bit higher, partly
reflecting seasonality as well. So, when you said that you expect product margin to be similar next
quarter, is that more mortgages or is it more deposits? If you could just help us understand that a
little bit better.
And then on the USCB as well, you commented that margins were quite high this quarter, there's
a big improvement. Obviously, there will be some mechanical improvements further from the
American Airlines exit. But how much more sort of underlying improvement can we expect from
pricing and from deposit mix, et cetera?
Anna Cross
Okay, thank you, Perlie. I will take both of those.",hello good morning couple questions nii please product margin side things dig little bit deeper think previously said mortgage compression mortgages rolling would million far presumably said volumes might rolling q probably got pulled forward swap rates volatility comment seeing terms margins well deposit side suppose competition maybe little bit higher partly reflecting seasonality well said expect product margin similar next quarter mortgages deposits could help us understand little bit better uscb well commented margins quite high quarter big improvement obviously mechanical improvements american airlines exit much sort underlying improvement expect pricing deposit mix et cetera anna cross okay thank perlie take,positive,0.6892858147621155,neutral,0.0090497737556561,positive,finbert_confident,False,positive,0.6254267692565918
barclays,2026-q1,Amit Goel,Mediobanca,1,"Hi, thank you. So, two questions from me. One was just back on BUK, but just on the cost piece.",hi thank two questions one back buk cost piece,neutral,0.8947853446006775,neutral,0.0,neutral,finbert_ldsa_agree,False,neutral,0.439915269613266
barclays,2026-q1,Jonathan Pierce,Jeferies,0,"Hello, good morning. So, I was going to ask you about share awards, but I nearly fell of my chair
when you made the comment on 2028 net interest income. So, I'll actually go with that if it's okay.
Just to clarify, 2028, you're talking about consensus being very light at the Group level. Just
checking I caught that properly. And is that comment made in the context of where the yield curve
is today? Or are you saying that consensus was very light, even ahead of the move in the yield
curve? And I don't know whether you can give us a bit of colour as to where you think we're wrong
at a divisional level.",hello good morning going ask share awards nearly fell chair made comment net interest income actually go okay clarify talking consensus light group level checking caught properly comment made context yield curve today saying consensus light even ahead move yield curve know whether give us bit colour think wrong divisional level,neutral,0.8546864986419678,neutral,0.0,neutral,finbert_ldsa_agree,False,neutral,0.5544185042381287
barclays,2026-q1,Guy Stebbings,BNP Paribas,0,"Hi, good morning. To start, should I come back to the hedge just to follow up on Jonathan's
questions?
It was a meaningful uptick, I guess, in Q1 of £6 billion or so in the notional. Just trying to
understand where that's landing, because it doesn't look like there's a big move in deposits in the
UK. So, is that sort of landing outside of the UK, the IB perhaps? And just to get a re�ection of the
stickiness, I suppose, of those deposits and how you see them going forward rather than, as you
say, taking advantage of the curve in any way.
And also, just to clarify, in terms of pre-hedging, you say you don't do any pre-hedging of the
hedge when you talk about what's locked in from here? That was really the first question.
And then the second one was just around ECLs. Reasonably flat in aggregate on the performing
loan book. I just want to understand the move in the management adjustment, which came down
from £369 [million] to £265 [million] in the quarter. So quite a big move, I think that largely just
relates to the General Motors book, which now filters directly into the models rather than needing
an overlay. So, I'm not sure if that explains the entire move, but any colour there would be helpful.
Thank you.
Anna Cross
Yes, thank you, Guy. I will take both of those.
So, the movement in the hedge notional upwards is going to reflect, as I say, a long-term view of
deposits. So, it's quite di�cult for you to tie quarter-on-quarter movements in deposits to
changes in the hedge, because what we're trying to identify here is rate-insensitive balances, and
obviously we want to observe that for several, several quarters before we make a change.
And so, you're going to see it outside of the UK as well as inside, and obviously over time as the
equity in the firm continues to rise, you're going to see us hedging more of the equity position as
well. So, I wouldn't call anything in particular out.",hi good morning start come back hedge follow jonathan questions meaningful uptick guess q billion notional trying understand landing look like big move deposits uk sort landing outside uk ib perhaps get stickiness suppose deposits see going forward rather say taking advantage curve way also clarify terms say hedge talk locked really first question second one around ecls reasonably flat aggregate performing loan book want understand move management adjustment came million million quarter quite big move think largely relates general motors book filters directly models rather needing overlay sure explains entire move colour would helpful thank anna cross yes thank guy take movement hedge notional upwards going reflect say view deposits quite tie movements deposits changes hedge trying identify balances obviously want observe several several quarters make change going see outside uk well inside obviously time equity firm continues rise going see us hedging equity position well would call anything particular,neutral,0.8589339852333069,neutral,0.0,neutral,finbert_ldsa_agree,False,neutral,0.549748957157135
barclays,2026-q1,Jason Napier,UBS,0,"Good morning. Thank you for taking my questions. And I think I can echo, Venkat, what you were
saying about the sort of underlying performance of the business.
If you take out the one-ofs, it looks like PBT's up 15% year on year. But of course, a lot of the
conversations are about one-ofs and those sorts of matters. So, if I could ask two [questions].",good morning thank taking questions think echo venkat saying sort underlying performance business take looks like pbt year year course lot conversations sorts matters could ask two questions,neutral,0.629827082157135,neutral,0.0,neutral,finbert_ldsa_agree,False,positive,0.5558082461357117
barclays,2026-q1,Chris Hallam,Goldman Sachs,0,"Yes. Good morning, everybody. So, my first question is just on lending dynamics and Anna, I think
you've just covered some of this, but I want to drill down on one point.
So, in the UK Corporate Bank, how much of the moves you've seen on loans and on deposits as
well, actually, in the first quarter is potentially attributable to macro uncertainty? So, the premise
being that if you were to start to see scarcity and sort of inflation-driven restocking cycles,
companies loading up on inventory at higher prices, that will drive demand for working capital
lending, while also compressing corporate cash balances. Simplistically, that just maps onto the
quarter on quarter evolution in loans and deposits you saw in the UK Corporate Bank. But that
could just be a coincidence.
And then second question on the disclosure on slide 45. Has the uncertainty over the last few
months in the Private Credit space changed at all how you think about the growth outlook in those
areas? I think there's a sort of consensus building that the credit risk for the banks themselves is
pretty low. You called out the absence of losses. But simplistically, Private Credit as an industry
has been growing pretty quickly. So, if you and your internal planning had forecast that stacked
bar chart, let's say for 2028, 6 to 12 months ago, would the composition of that bar chart look very
diferent today, i.e., has the size of the opportunity set in Financing changed in your view? Thank
you.
Anna Cross
Okay, Chris, I'll pick up the first of those and then I'll hand to Venkat. Look, you've seen in Q1, 15%
lending growth [and] 3% deposit growth [year-on-year]. I don't think that's due to anything like
the sort of behaviour changes that you talk about, Chris. I think that's probably a coincidence.
And in fact, it's very consistent with what we've seen in recent quarters. About 50% of the lending
growth that we are seeing is coming from new clients. And as they come on board, they are also
placing their deposits with us, which is why we're seeing that balance.
And remember, we are very deposit heavy within our [UK] Corporate Bank. Our loan to deposit
ratio, I think, is around [35]%, so we would expect to be growing lending faster than deposits. That
is our absolute strategic intent. Venkat, over to you on the second question.
C.S. Venkatakrishnan
Yes. So just on the first point, which is that the growth you see in lending in our [UK] Corporate
Bank is very largely our own actions. This is what we said we would do in our strategy. We said that
we have had a bigger deposit base, and we wanted to encourage lending for our clients and grow
our client book. It's exactly what we've been doing.
Coming to your question on structured financing exposures, I think, look, there's a supply of
credit. There's a demand of credit for credit issue. I think what you're seeing in the liquidity
dynamics in the Private Credit market may mean a shrinkage supply of credit coming from the
funds themselves. It will take us some time to see.
The reason this thing has happened is that obviously the Private Credit funds have been giving
loans in a niche, which has been fairly well publicised, the banks were regulated out of. Now things
could change in the US, and so banks may come back in there.
But generally speaking, when you look at the way we are exposed to it, which is in the way shown
on the slide, which is working with the fund managers, I would imagine you're absolutely right that
I think the growth of this thing is probably going to be levelling of or declining in the next year or
so. We have to give it some more time, but that would be a reasonable assumption.
Anna Cross
Thank you Chris for the questions, can we go to the next question please?",yes good morning everybody first question lending dynamics anna think covered want drill one point uk corporate bank much moves seen loans deposits well actually first quarter potentially attributable macro uncertainty premise start see scarcity sort restocking cycles companies loading inventory higher prices drive demand working capital lending also compressing corporate cash balances simplistically maps onto quarter quarter evolution loans deposits saw uk corporate bank could coincidence second question disclosure slide uncertainty last months private credit space changed think growth outlook areas think sort consensus building credit risk banks pretty low called absence losses simplistically private credit industry growing pretty quickly internal planning forecast stacked bar chart let say months ago would composition bar chart look diferent today size opportunity set financing changed view thank anna cross okay chris pick first hand venkat look seen q lending growth deposit growth think due anything like sort behaviour changes talk chris think probably coincidence fact consistent seen recent quarters lending growth seeing coming new clients come board also placing deposits us seeing balance remember deposit heavy within uk corporate bank loan deposit ratio think around would expect growing lending faster deposits absolute strategic intent venkat second question venkatakrishnan yes first point growth see lending uk corporate bank largely actions said would strategy said bigger deposit base wanted encourage lending clients grow client book exactly coming question structured financing exposures think look supply credit demand credit credit issue think seeing liquidity dynamics private credit market may mean shrinkage supply credit coming funds take us time see reason thing happened obviously private credit funds giving loans niche fairly well publicised banks regulated things could change us banks may come back generally speaking look way exposed way shown slide working fund managers would imagine absolutely right think growth thing probably going levelling declining next year give time would reasonable assumption anna cross thank chris questions go next question please,neutral,0.7923188805580139,neutral,0.0029154518950437,neutral,finbert_ldsa_agree,False,neutral,0.42838603258132935
barclays,2026-q1,Edward Firth,KBW,0,"Thanks very much. Yes, I had two sort of related questions, and I guess you partly covered it in the
answer to Rob's.
I guess what we're all struggling with is the contrast between people like the Deputy Governor of
the Bank of England saying the markets are ignoring risks, there's an awful lot of volatility going
on, people are not focusing on it. And the message from you, which is there aren't really any
problems.
And so, I'm just trying to get a sense, I suppose the way I'd ask the question is, what has to happen
for there to be a problem? You know, you must sensitise your book. Is it that the Middle East [crisis]
continues for much longer than expected? Is it the oil price of $150 is the big question mark?
Because obviously $100 is not a problem. So, what is an environment which would have you guys
thinking, this is a problem for our book, and we're going to have to start taking some material
numbers? I guess that's the first question.",thanks much yes two sort related questions guess partly covered answer rob guess struggling contrast people like deputy governor bank england saying markets ignoring risks awful lot volatility going people focusing message really problems trying get sense suppose way ask question happen problem know must sensitise book middle east crisis continues much longer expected oil price big question mark obviously problem environment would guys thinking problem book going start taking material numbers guess first question,neutral,0.5738344192504883,neutral,-0.0054347826086956,neutral,finbert_ldsa_agree,False,neutral,0.5599737167358398
barclays,2026-q2,Guy Stebbings,BNP Paribas,0,"Hi, morning. Thanks for the questions. The �rst one was back on the US Consumer [Bank].
There's obviously a lot going on in the quarter with [American Airlines] and Best Egg.
I think you've previously said that the Q1 [income] �gure of £983m, with maybe a little bit of a
growth, was sort of a reasonable gauge into Q3 and beyond. I just want to check, I think you made
an earlier comment from the call to suggest maybe that wasn't the case. So can I just sort of
check that comment you made earlier in terms of when we get back to that Q1 run-rate. I seem
to remember at Q1 as well, you're talking about a lot of upside to consensus, [USCB] NII, I think
it's moved a bit, but maybe you're able to re�ect at all on where market expectations now sit for
that business would be helpful.
And the second question was on cost investments. I mean, clearly, a very good revenue
performance, helped by the IB, and has given you that extra capacity for investment. Appreciate
you want to leave yourself scope for further investment here, but as we look out to 2028 and the
cost: income [ratio], which you highlighted sort of being the north star, is your conviction
improving as to where you land within a low 50s cost-to-income ratio? Given that incremental
investment that you're making, and just wondering if you can look at where market expectations
[are at 54%, and whether that is ambitious enough]? Thank you.
Anna Cross
Okay, thank you, Guy. So if you recall, and clearly you do, in Q1, I said I felt that Q1 was a good basis
for subsequent quarters. I think given those two rate impacts that I've called out, it feels like it'll
take us a little bit longer to build back to that base, Guy, and that's really what we're saying here,
primarily in terms of those sold securitisation prices. Although, remember, as a bank, we do have
some optionality here. So, we have probably greater optionality than some participants in that
market, in that we can choose to hold some on the balance sheet if we feel that's the right thing
to do.
But, as Venkat said, our conviction about this business, strategically, is completely unchanged by
a quarter's rate expectations. And we still feel that we have the organic momentum in the existing
cards business, in Best Egg and in what we have announced in respect of Samsung.
You might also remember that in Q1, I talked about a pipeline of future partners where we would
bring everything into one place for them. And that's really what we were referring to when we
re�ect that Samsung partnership. More to go there.
In terms of NII in 2028, I'm not going to mark-to-market this every single quarter. What I would
say is I made a comment, clearly, analysts have responded, thank you. And as I see the movement,
I see it in the two particular areas that I called out at the time. One was [USCB], and one was our
UK Corporate Bank.
If I can move on to cost investments, as Venkat said, what we are focusing these investments on
is exactly what we said we would do in our Investor Update in February. It is around platform
modernisation. It is around process optimisation. It is around change delivery modernisation and
in so doing making the organisation simpler on a permanent and enduring basis. So clearly what
that investment does is it gives us greater con�dence that we will be able to achieve our results in
the short to medium term.",hi morning thanks questions one back us consumer bank obviously lot going quarter american airlines best egg think previously said q income maybe little bit growth sort reasonable gauge q beyond want check think made earlier comment call suggest maybe case sort check comment made earlier terms get back q seem remember q well talking lot upside consensus uscb nii think moved bit maybe able market expectations sit business would helpful second question cost investments mean clearly good revenue performance helped ib given extra capacity investment appreciate want leave scope investment look cost income ratio highlighted sort north star conviction improving land within low ratio given incremental investment making wondering look market expectations whether ambitious enough thank anna cross okay thank guy recall clearly q said felt q good basis subsequent quarters think given two rate impacts called feels like take us little bit longer build back base guy really saying primarily terms sold securitisation prices although remember bank optionality probably greater optionality participants market choose hold balance sheet feel right thing venkat said conviction business strategically completely unchanged quarter rate expectations still feel organic momentum existing cards business best egg announced respect samsung might also remember q talked pipeline future partners would bring everything one place really referring samsung partnership go terms nii going every single quarter would say made comment clearly analysts responded thank see movement see two particular areas called time one uscb one uk corporate bank move cost investments venkat said focusing investments exactly said would investor update february around platform modernisation around process optimisation around change delivery modernisation making organisation simpler permanent enduring basis clearly investment gives us greater able achieve results short medium term,neutral,0.5919183492660522,neutral,0.0047543581616481,neutral,finbert_ldsa_agree,False,positive,0.5310956239700317
barclays,2026-q2,Jonathan Pierce,Jeferies,-1,"Okay thanks very much.
Anna Cross",okay thanks much anna cross,neutral,0.8746339678764343,neutral,0.0,neutral,finbert_ldsa_agree,False,positive,0.5160874128341675
barclays,2026-q2,Benjamin Toms,RBC,0,"Good morning both. Thank you for taking my question. The �rst one's on PBWM. Net New AUM
in PBWM in Q2 was relatively weak. What's impacting performance here? I think I was a little
surprised, my feeling was you've been quite active in trying to make your proposition more
attractive in this space.",good morning thank taking question one pbwm net new aum pbwm q relatively weak impacting performance think little surprised feeling quite active trying make proposition attractive space,negative,0.7504522204399109,negative,-0.0178571428571428,negative,finbert_confident,True,negative,0.6074823141098022
barclays,2026-q2,Benjamin Toms,RBC,-1,"Thank you.
Anna Cross
Okay, thank you, Ben. Perhaps we could go to the next question, please.",thank anna cross okay thank ben perhaps could go next question please,neutral,0.9108616709709167,neutral,0.0,neutral,finbert_ldsa_agree,False,neutral,0.48483604192733765
barclays,2026-q2,Edward Firth,KBW,1,"13
Investor Relations
Yeah, thanks very much. Good morning, everybody. I just had two questions.
The �rst one, in terms of this additional investment in the second half, I think previously you were
committed to BUK costs falling every year for the next three years, I think that's the way you
articulated it. Is that still your commitment? So even with that additional investment, will costs in
BUK still be down each year for the next three years? That was question number one.
And then the second question was a slightly broader question. I get what you're saying about the",investor relations yeah thanks much good morning everybody two questions one terms additional investment second half think previously committed buk costs falling every year next three years think way articulated still commitment even additional investment costs buk still year next three years question number one second question slightly broader question get saying,neutral,0.5817930698394775,neutral,0.0,neutral,finbert_ldsa_agree,False,neutral,0.5285365581512451
barclays,2026-q2,Edward Firth,KBW,-1,"The only thing I would add is that, on your Slide 10, you show £1.2 billion of additional revenue
from the hedge and yet if I'm looking at your guidance, banking NII is not going to grow by £1.2
billion, it's going to be somewhat less than that.
So that would sort of imply that despite all the volume growth, the underlying NII, if it wasn't for
the hedge, we wouldn't be getting really any NII growth at all. And I'm just thinking about what that
means as we go beyond this year and into sort of '28, '29, '30, what's happening in terms of the
underlying dynamics?
Anna Cross
Well, I mean, this is clearly the gross hedge income. The other thing I would say is, there is
momentum from the structural hedge, we know that. That is somewhat enhanced by the fact
that our deposit stability is there, and therefore it's important that we grow the deposit franchise
also.
The thing I would also say is look back over the last few quarters, Ed, and add up what's coming in
from the asset balance column in BUK, and you will see that you are getting to a building
momentum of asset income. I think you'll get to like £130 million to £140 million of additional
income coming through in BUK alone on that metric. Clearly that is just building quarter in,
quarter out. It's somewhat being led by mortgages, so the margin's going to be a little bit lower
than BUK as a whole.
If you go into corporate, it's exactly the same, the NII growth in corporate is being driven by
lending as much as it's being driven by deposits. And this is really important for the long-term
balance of NII. Of course, at the moment, this is being disproportionately driven by the structural
hedge, but at some point in the future, beyond 2028, it's really important that the diversi�cation
within NII comes through, and those asset balances start to carry that momentum from there on
in. That's what we're very much focused on.",thing would add slide show billion additional revenue hedge yet looking guidance banking nii going grow billion going somewhat less would sort imply despite volume growth underlying nii hedge would getting really nii growth thinking means go beyond year sort happening terms underlying dynamics anna cross well mean clearly gross hedge income thing would say momentum structural hedge know somewhat enhanced fact deposit stability therefore important grow deposit franchise also thing would also say look back last quarters ed add coming asset balance column buk see getting building momentum asset income think get like million million additional income coming buk alone metric clearly building quarter quarter somewhat led mortgages margin going little bit lower buk whole go corporate exactly nii growth corporate driven lending much driven deposits really important balance nii course moment disproportionately driven structural hedge point future beyond really important within nii comes asset balances start carry momentum much focused,neutral,0.8425618410110474,positive,0.0168539325842696,positive,keyword_override,True,positive,0.5659793615341187
