pair_id,bank,quarter,sample_role,stratum_label,period_bucket,is_episode,question_sentiment,question_net,question_net_prob,question_sent_label,question_sent_net,question_ldsa_sentiment,question_ldsa_net,question_lm_hedge,answer_sentiment,answer_net,answer_net_prob,answer_sent_label,answer_sent_net,answer_ldsa_sentiment,answer_ldsa_net,answer_lm_hedge
barclays_2024-annual_003,barclays,2024-annual,reused_m2a,positive,2024+,False,neutral,0.0,0.03850353881716728,neutral,0.027684026630595326,neutral,0.0,0.021739130434782608,neutral,0.0,0.19631436467170715,positive,0.1672351786142422,neutral,0.007434944237918215,0.0
barclays_2024-annual_004,barclays,2024-annual,reused_m2a,positive,2024+,False,neutral,0.0,0.0306753758341074,neutral,0.06127997003495693,positive,0.03418803418803419,0.008547008547008548,neutral,0.0,0.3357597514986992,positive,0.15693383169127628,neutral,0.0076045627376425855,0.0
barclays_2025-q1_001,barclays,2025-q1,reused_m2a,positive,2024+,False,positive,0.757655918598175,0.7309903725981712,positive,0.26416023410856726,neutral,-0.00847457627118644,0.03389830508474576,positive,0.6629833579063416,0.6539953742176294,positive,0.466698634903878,positive,0.07692307692307693,0.046153846153846156
barclays_2025-q1_004,barclays,2025-q1,reused_m2a,neutral,2024+,False,neutral,0.0,0.012241896241903305,neutral,0.050048391334712505,negative,-0.02040816326530612,0.04081632653061224,,0.0,0.0,,0.0,neutral,0.0,0.0
barclays_2025-q1_006,barclays,2025-q1,reused_m2a,neutral,2024+,False,positive,0.5640712976455688,0.5485665844753385,positive,0.30230248905718327,neutral,0.005681818181818182,0.022727272727272728,,0.0,0.0,,0.0,neutral,0.0,0.0
barclays_2025-q1_009,barclays,2025-q1,reused_m2a,neutral,2024+,False,neutral,0.0,0.2632512394338846,,0.0,neutral,0.0,0.0,,0.0,0.0,,0.0,neutral,0.0,0.0
barclays_2025-q2_001,barclays,2025-q2,reused_m2a,negative,2024+,False,neutral,0.0,0.09487682208418846,positive,0.15715352290620407,neutral,0.0,0.018691588785046728,negative,-0.6497691869735718,-0.4696280509233475,neutral,0.015429173363372684,negative,-0.02830188679245283,0.018867924528301886
barclays_2025-q3_001,barclays,2025-q3,reused_m2a,neutral,2024+,False,neutral,0.0,0.2767508588731289,positive,0.3740532806143165,positive,0.017391304347826087,0.0,neutral,0.0,-0.02625300921499729,neutral,-0.02625300921499729,neutral,0.0,0.0
barclays_2025-q3_002,barclays,2025-q3,reused_m2a,negative,2024+,False,neutral,0.0,0.11102846264839172,positive,0.31201070691035554,negative,-0.016835016835016835,0.03367003367003367,neutral,0.0,0.022894270718097687,negative,-0.25643572211265564,negative,-0.034482758620689655,0.0
barclays_2025-q3_006,barclays,2025-q3,reused_m2a,neutral,2024+,False,neutral,0.0,-0.0207187682390213,neutral,-0.06875026226043701,negative,-0.016666666666666666,0.016666666666666666,,0.0,0.0,,0.0,neutral,0.0,0.0
barclays_2025-annual_003,barclays,2025-annual,reused_m2a,neutral,2024+,False,neutral,0.0,0.045688919723033905,neutral,0.0598868036812002,positive,0.012121212121212121,0.0,neutral,0.0,0.008056938648223877,neutral,0.09150886136506285,neutral,0.0,0.012048192771084338
barclays_2026-q1_001,barclays,2026-q1,reused_m2a,positive,2024+,False,neutral,0.0,0.21518732607364655,,0.0,neutral,0.0,0.0,positive,0.5696588754653931,0.5477417018264532,positive,0.29576854637513555,negative,-0.01444043321299639,0.007220216606498195
barclays_2026-q1_003,barclays,2026-q1,reused_m2a,neutral,2024+,False,neutral,0.0,0.023951135575771332,neutral,0.023951135575771332,neutral,0.0,0.0,,0.0,0.0,,0.0,neutral,0.0,0.0
barclays_2026-q1_005,barclays,2026-q1,reused_m2a,positive,2024+,False,neutral,0.0,-0.05887887626886368,neutral,0.04152498199519786,neutral,0.0,0.004672897196261682,neutral,0.0,0.060440488159656525,positive,0.20855198497883976,negative,-0.017241379310344827,0.0
barclays_2026-q1_008,barclays,2026-q1,reused_m2a,positive,2024+,False,neutral,0.0,-0.41519828513264656,negative,-0.301359914864103,negative,-0.059880239520958084,0.011976047904191617,neutral,0.0,0.08956539258360863,positive,0.2840168784605339,neutral,0.006396588486140725,0.008528784648187633
barclays_2026-q2_002,barclays,2026-q2,reused_m2a,neutral,2024+,True,positive,0.8236761093139648,0.8082274282351136,,0.0,neutral,0.0,0.0,,0.0,0.0,,0.0,neutral,0.0,0.0
barclays_2026-q2_003,barclays,2026-q2,reused_m2a,positive,2024+,True,negative,-0.7331419587135315,-0.5835239887237549,negative,-0.4845803417265415,neutral,0.0,0.0,positive,0.5065977573394775,0.49033945612609386,positive,0.45824961084872484,positive,0.010362694300518135,0.010362694300518135
barclays_2026-q2_004,barclays,2026-q2,reused_m2a,neutral,2024+,True,neutral,0.0,0.02138146571815014,,0.0,negative,-0.06666666666666667,0.13333333333333333,neutral,0.0,0.0862444918602705,neutral,0.10459006710076019,positive,0.010050251256281407,0.005025125628140704
barclays_2026-q2_005,barclays,2026-q2,reused_m2a,neutral,2024+,True,neutral,0.0,-0.40317022800445557,negative,-0.20776366302743554,negative,-0.02666666666666667,0.013333333333333334,,0.0,0.0,,0.0,neutral,0.0,0.0
barclays_2026-q2_007,barclays,2026-q2,stratified_topup,positive,2024+,True,neutral,0.0,0.10556224547326565,positive,0.19162195874378085,neutral,0.0,0.004081632653061225,neutral,0.0,0.22686211578547955,positive,0.25464566122740506,positive,0.013921113689095127,0.002320185614849188
hsbc_2013-q1_004,hsbc,2013-q1,stratified_topup,negative,pre-2020,False,neutral,0.0,0.018681909888982773,neutral,0.034843961242586374,negative,-0.022988505747126436,0.0,negative,-0.7872790694236755,-0.6814191788434982,neutral,0.11817537585739046,neutral,0.006622516556291391,0.009933774834437087
hsbc_2013-interim_001,hsbc,2013-interim,stratified_topup,negative,pre-2020,False,neutral,0.0,-0.06879854202270508,neutral,-0.14478216929869217,neutral,0.0032679738562091504,0.016339869281045753,negative,-0.7071865797042847,-0.600380428135395,negative,-0.39213791365424794,negative,-0.03409090909090909,0.03409090909090909
hsbc_2020-interim_007,hsbc,2020-interim,stratified_topup,negative,2020-23,False,positive,0.8080085515975952,0.7823752164840698,neutral,0.13717357106506825,negative,-0.02,0.02,negative,-0.943800687789917,-0.923861077055335,neutral,0.08727443175247082,neutral,0.0,0.013100436681222707
hsbc_2020-annual_004,hsbc,2020-annual,stratified_topup,negative,2020-23,False,neutral,0.0,0.04439827241003513,neutral,0.06298783918221791,neutral,0.0,0.0,neutral,0.0,-0.08928981423377991,negative,-0.2172157404323419,negative,-0.015625,0.015625
hsbc_2021-q1_001,hsbc,2021-q1,stratified_topup,negative,2020-23,False,negative,-0.6190977692604065,-0.4477980136871338,negative,-0.1989414112176746,neutral,0.0,0.03669724770642202,negative,-0.3696833550930023,-0.10345321893692017,positive,0.1934197421384151,neutral,0.005970149253731343,0.014179104477611941
hsbc_2021-interim_005,hsbc,2021-interim,stratified_topup,negative,2020-23,False,neutral,0.0,0.10673827305436134,neutral,0.13592189215123654,neutral,0.0,0.03225806451612903,negative,-0.4012972116470337,-0.154280424118042,neutral,-0.04783408397010395,neutral,-0.006134969325153374,0.022494887525562373
hsbc_2021-q3_007,hsbc,2021-q3,stratified_topup,negative,2020-23,False,neutral,0.0,0.17000873386859894,positive,0.17855592630803585,negative,-0.015748031496062992,0.023622047244094488,negative,-0.8388027548789978,-0.7852056808769703,negative,-0.20310251932177278,negative,-0.018315018315018316,0.018315018315018316
hsbc_2022-interim_001,hsbc,2022-interim,stratified_topup,negative,2020-23,False,neutral,0.0,0.10864528082311153,positive,0.24857069738209248,neutral,0.005,0.03,negative,-0.5396144390106201,-0.506781779229641,neutral,-0.07495392572600394,neutral,-0.003755868544600939,0.009389671361502348
hsbc_2022-q3_001,hsbc,2022-q3,stratified_topup,negative,2020-23,False,negative,-0.5728456377983093,-0.4962034896016121,neutral,-0.1317241902773579,neutral,0.0,0.03488372093023256,negative,-0.6126188039779663,-0.40218617022037506,positive,0.21083213631873546,neutral,-0.005964214711729622,0.027833001988071572
hsbc_2023-q3_002,hsbc,2023-q3,stratified_topup,negative,2020-23,False,negative,-0.5020242929458618,-0.4313763827085495,neutral,-0.14584263530559838,positive,0.010416666666666666,0.0,negative,-0.4442847967147827,-0.304636687040329,neutral,0.13722261287538068,neutral,-0.003194888178913738,0.01597444089456869
hsbc_2023-annual_008,hsbc,2023-annual,stratified_topup,negative,2020-23,False,neutral,0.0,0.029581502079963684,neutral,0.10005957160943321,neutral,-0.003105590062111801,0.015527950310559006,negative,-0.4415362775325775,-0.2689157575368881,positive,0.21815346789413265,neutral,0.004002668445630421,0.0133422281521014
hsbc_2024-q1_003,hsbc,2024-q1,reused_m2a,positive,2024+,False,neutral,0.0,0.10528307408094406,neutral,0.024984991177916527,neutral,-0.008130081300813009,0.008130081300813009,neutral,0.0,0.18908551335334778,positive,0.1965289025877913,neutral,0.004545454545454545,0.0022727272727272726
hsbc_2024-interim_006,hsbc,2024-interim,reused_m2a,neutral,2024+,True,positive,0.8265734314918518,0.8129230383783579,positive,0.8129230383783579,positive,0.10526315789473684,0.0,neutral,0.0,0.03928332030773163,neutral,0.07323968671262264,neutral,0.0008733624454148472,0.01921397379912664
hsbc_2024-interim_007,hsbc,2024-interim,reused_m2a,positive,2024+,True,neutral,0.0,0.003912650048732758,neutral,0.14005726017057896,neutral,0.0,0.0,neutral,0.0,0.34733958542346954,positive,0.30053477438965015,positive,0.014824797843665768,0.018867924528301886
hsbc_2024-q3_008,hsbc,2024-q3,reused_m2a,positive,2024+,False,neutral,0.0,0.01200573518872261,neutral,-0.016097851563245058,neutral,0.0,0.0423728813559322,neutral,0.0,0.22405271977186203,positive,0.3059897824057511,neutral,0.003134796238244514,0.01567398119122257
hsbc_2024-annual_002,hsbc,2024-annual,reused_m2a,positive,2024+,False,neutral,0.0,0.013921879231929779,neutral,0.011717185005545616,neutral,-0.006578947368421052,0.013157894736842105,neutral,0.0,0.11775169894099236,positive,0.2900325395166874,positive,0.010676156583629894,0.0035587188612099642
hsbc_2024-annual_006,hsbc,2024-annual,reused_m2a,neutral,2024+,False,neutral,0.0,0.06568334251642227,neutral,0.037197396624833345,neutral,-0.009708737864077669,0.014563106796116505,neutral,0.0,-0.015542007982730865,neutral,-0.015547461290326383,neutral,-0.0029498525073746312,0.008849557522123894
hsbc_2024-annual_008,hsbc,2024-annual,reused_m2a,positive,2024+,False,neutral,0.0,0.01672843098640442,neutral,0.049675169654867866,negative,-0.03529411764705882,0.0058823529411764705,neutral,0.0,0.38634972646832466,positive,0.2408721397231732,neutral,0.002554278416347382,0.016602809706257982
hsbc_2024-annual_009,hsbc,2024-annual,reused_m2a,negative,2024+,False,negative,-0.8738735914230347,-0.8493045270442963,negative,-0.5274584097787738,negative,-0.025,0.0,negative,-0.9318514466285706,-0.9159113317728043,negative,-0.6264438619837165,negative,-0.014492753623188406,0.028985507246376812
hsbc_2024-annual_011,hsbc,2024-annual,reused_m2a,positive,2024+,False,neutral,0.0,-0.24290777370333672,neutral,-0.11584655443827312,negative,-0.0297029702970297,0.009900990099009901,neutral,0.0,0.20650627091526985,positive,0.16931552393361926,neutral,0.007159904534606206,0.00954653937947494
hsbc_2025-q1_002,hsbc,2025-q1,reused_m2a,positive,2024+,False,neutral,0.0,0.0736722182482481,neutral,0.10128642444033176,positive,0.015706806282722512,0.015706806282722512,neutral,0.0,0.2994670867919922,positive,0.2624102020088364,neutral,0.006726457399103139,0.006726457399103139
hsbc_2025-q1_003,hsbc,2025-q1,reused_m2a,negative,2024+,False,neutral,0.0,-0.0031775012612342834,neutral,-0.04598422721028328,neutral,-0.007936507936507936,0.031746031746031744,neutral,0.0,-0.0784778892993927,negative,-0.16149889015489155,negative,-0.015957446808510637,0.005319148936170213
hsbc_2025-q1_006,hsbc,2025-q1,reused_m2a,neutral,2024+,False,neutral,0.0,0.05456772446632385,neutral,-0.07994780279695987,neutral,-0.005555555555555556,0.022222222222222223,neutral,0.0,0.08890912309288979,neutral,0.10935952626168728,negative,-0.013927576601671309,0.002785515320334262
hsbc_2025-q1_009,hsbc,2025-q1,reused_m2a,neutral,2024+,False,negative,-0.4984566569328308,-0.45129868760704994,neutral,-0.08611006877170159,neutral,-0.007352941176470588,0.022058823529411766,neutral,0.0,0.014506831765174866,neutral,0.011450500087812543,neutral,0.0,0.013201320132013201
hsbc_2025-q1_010,hsbc,2025-q1,reused_m2a,positive,2024+,False,neutral,0.0,0.0473033431917429,positive,0.1653670651305999,positive,0.014084507042253521,0.007042253521126761,positive,0.5436422824859619,0.4865121878683567,positive,0.22080361914067043,neutral,-0.0042643923240938165,0.01279317697228145
hsbc_2025-q1_011,hsbc,2025-q1,reused_m2a,positive,2024+,False,neutral,0.0,0.07711190730333328,neutral,-0.13386665005236864,negative,-0.028169014084507043,0.028169014084507043,positive,0.8724673986434937,0.8592629889026284,positive,0.29488063116064844,neutral,-0.003401360544217687,0.01020408163265306
hsbc_2025-interim_001,hsbc,2025-interim,stratified_topup,negative,2024+,True,neutral,0.0,0.10149870440363884,neutral,0.06494807284325362,neutral,0.0,0.02830188679245283,neutral,0.0,-0.19624759629368782,negative,-0.16904533923500115,neutral,0.0,0.004608294930875576
hsbc_2025-interim_003,hsbc,2025-interim,reused_m2a,neutral,2024+,True,negative,-0.6258487105369568,-0.5402916893362999,negative,-0.3146302992986007,negative,-0.06598984771573604,0.06598984771573604,neutral,0.0,0.3176532294601202,neutral,0.05812630288754449,neutral,-0.009210526315789473,0.025
hsbc_2025-interim_008,hsbc,2025-interim,reused_m2a,neutral,2024+,True,neutral,0.0,-0.024302132427692413,neutral,-0.042969551496207715,negative,-0.02717391304347826,0.02717391304347826,neutral,0.0,0.10465089231729507,neutral,0.14578353572869673,negative,-0.014792899408284023,0.014792899408284023
hsbc_2025-q3_002,hsbc,2025-q3,reused_m2a,positive,2024+,False,neutral,0.0,0.041997574269771576,neutral,0.08613242494563261,neutral,0.00784313725490196,0.00784313725490196,neutral,0.0,0.4265740402042866,positive,0.15588746113436563,neutral,0.006369426751592357,0.012738853503184714
hsbc_2025-q3_003,hsbc,2025-q3,reused_m2a,positive,2024+,False,negative,-0.7783489227294922,-0.7262624427676201,neutral,-0.07643727467141369,negative,-0.018867924528301886,0.014150943396226415,positive,0.9396013021469116,0.9097081106156111,positive,0.3736749532093343,positive,0.0103359173126615,0.00516795865633075
hsbc_2025-q3_005,hsbc,2025-q3,stratified_topup,positive,2024+,False,neutral,0.0,0.12107855081558228,positive,0.273844181693026,neutral,-0.005714285714285714,0.005714285714285714,neutral,0.0,0.12386665306985378,positive,0.1919856604654342,positive,0.041379310344827586,0.0
hsbc_2025-q3_008,hsbc,2025-q3,reused_m2a,positive,2024+,False,neutral,0.0,-0.015718281269073486,neutral,0.044502652871112026,negative,-0.023076923076923078,0.023076923076923078,positive,0.5397964119911194,0.5235854424536228,positive,0.23337757273111492,positive,0.013559322033898305,0.010169491525423728
hsbc_2025-q3_010,hsbc,2025-q3,reused_m2a,positive,2024+,False,neutral,0.0,-0.17511142790317535,neutral,0.1365014586597681,negative,-0.01834862385321101,0.009174311926605505,positive,0.6401702165603638,0.6001746654510498,positive,0.4430153512706359,neutral,0.005319148936170213,0.010638297872340425
hsbc_2025-annual_005,hsbc,2025-annual,stratified_topup,positive,2024+,False,neutral,0.0,0.10510176792740822,positive,0.19907879615202545,neutral,0.009615384615384616,0.028846153846153848,neutral,0.0,0.20392515789717436,positive,0.2951990717967205,neutral,0.008103727714748784,0.008103727714748784
hsbc_2025-annual_007,hsbc,2025-annual,reused_m2a,positive,2024+,False,neutral,0.0,0.05324636586010456,neutral,0.09030611821534959,neutral,0.0,0.005917159763313609,neutral,0.0,0.13420835137367249,positive,0.2626942580848533,neutral,0.0024922118380062306,0.008722741433021807
hsbc_2026-q1_001,hsbc,2026-q1,reused_m2a,positive,2024+,False,neutral,0.0,0.18511470407247543,positive,0.3252478927606717,positive,0.011627906976744186,0.005813953488372093,positive,0.4975070655345917,0.4815708976238966,positive,0.5024060468104753,neutral,0.006042296072507553,0.015105740181268883
hsbc_2026-q1_002,hsbc,2026-q1,reused_m2a,negative,2024+,False,neutral,0.0,0.046136826276779175,neutral,0.03746376857161522,negative,-0.01904761904761905,0.0,negative,-0.7933976650238037,-0.7559407390654087,neutral,-0.029934046874669464,negative,-0.03823529411764706,0.011764705882352941
hsbc_2026-q1_005,hsbc,2026-q1,reused_m2a,neutral,2024+,False,neutral,0.0,0.13931480422616005,neutral,0.033607449914727895,negative,-0.047619047619047616,0.047619047619047616,neutral,0.0,0.02266611158847809,neutral,0.012651433236896992,negative,-0.02046783625730994,0.023391812865497075
hsbc_2026-q1_008,hsbc,2026-q1,reused_m2a,neutral,2024+,False,neutral,0.0,0.06615269929170609,neutral,0.10467359130936009,neutral,0.0,0.004901960784313725,neutral,0.0,0.3837476596236229,neutral,0.13545153922002232,neutral,-0.006289308176100629,0.0
hsbc_2026-interim_001,hsbc,2026-interim,reused_m2a,positive,2024+,True,neutral,0.0,0.051710039377212524,neutral,0.12391485899154629,negative,-0.018518518518518517,0.006172839506172839,neutral,0.0,0.06144345551729202,positive,0.2209556816061112,neutral,0.002107481559536354,0.011591148577449948
hsbc_2026-interim_003,hsbc,2026-interim,reused_m2a,positive,2024+,True,neutral,0.0,0.05686219036579132,neutral,0.03621610586664507,negative,-0.01639344262295082,0.02459016393442623,positive,0.5871792435646057,0.558146933093667,positive,0.3411190666568776,negative,-0.0125,0.0125
hsbc_2026-interim_006,hsbc,2026-interim,reused_m2a,neutral,2024+,True,neutral,0.0,-0.0027067139744758606,neutral,0.005717161670327186,negative,-0.013888888888888888,0.006944444444444444,neutral,0.0,0.02045271173119545,neutral,0.06469430982445677,neutral,-0.0030303030303030303,0.012121212121212121
hsbc_2026-interim_008,hsbc,2026-interim,reused_m2a,positive,2024+,True,negative,-0.6264908313751221,-0.39778760075569153,positive,0.1938482828438282,neutral,-0.009174311926605505,0.045871559633027525,neutral,0.0,0.13443632051348686,positive,0.18688646294176578,neutral,0.0,0.0196078431372549
